DEPARTAMENTO;SECAO;CATEGORIA;FORNECEDOR;COD;DESCRICAO;LOJA;QTD_Venda_NOV;QTD_Venda_OUT;QTD_Venda_SET;QTD_Venda_AGO;QTD_Venda_JUL;QTD_Venda_JUN;Comprador
PERFUMARIA;HIGIENE;BANHO;384 - UNILEVER BRASIL LTDA;54507; SAB LIQ LUX BRASIL 240ML VITORIA REGIA;18 - AGUAS LINDAS;14;11;27;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;BANHO;384 - UNILEVER BRASIL LTDA;54912; SAB LUX BRASIL 100G VITORIA REGIA;25 - NOVO GAMA;14;0;0;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;HIGIENE BUCAL;384 - UNILEVER BRASIL LTDA;53048; ENX BUCAL CLOSE UP LV500 PG350ML ICE;18 - AGUAS LINDAS;14;13;15;17;9;8;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;HIGIENE BUCAL;384 - UNILEVER BRASIL LTDA;53048; ENX BUCAL CLOSE UP LV500 PG350ML ICE;26 - CESAR LATTES;14;8;23;25;21;16;NATHALIA VERAS RODRIGUES DE MEDEIROS
SECA SALGADA;COMPLEMENTOS;BARBECUE/ LANCHE;5986 - UNILEVER BRASIL LTDA;47802; MOLHO BARBECUE HELLMANNS TRAD 400ML;18 - AGUAS LINDAS;14;21;7;15;14;14;ALESSANDRO MORAIS GONÇALVES
SECA SALGADA;COMPLEMENTOS;MAIONESE;5986 - UNILEVER BRASIL LTDA;47796; MAIONESE HELLMANNS 335G VERDE;25 - NOVO GAMA;14;0;0;0;23;207;ALESSANDRO MORAIS GONÇALVES
SECA SALGADA;SOPA, CALDOS E CREMES;SOPAO;5986 - UNILEVER BRASIL LTDA;5306; SOPA ARISCO CR CEBOLA 61G;18 - AGUAS LINDAS;14;1;10;2;3;3;ALESSANDRO MORAIS GONÇALVES
LIMPEZA;CUIDADOS COM A CASA;LIMPADOR;194 - UNILEVER BRASIL LTDA;36018; CLORO GEL VIM 700ML ORIG;21 - CEILANDIA SUL;13;10;5;2;5;9;NATHALIA VERAS RODRIGUES DE MEDEIROS
LIMPEZA;CUIDADOS COM A COZINHA;DESENGORDURANTE;194 - UNILEVER BRASIL LTDA;54495; DESENG CIF SCH 450ML DERRETE GORDURA;21 - CEILANDIA SUL;13;26;2;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
LIMPEZA;CUIDADOS COM A COZINHA;DESENGORDURANTE;194 - UNILEVER BRASIL LTDA;54496; DESENG CIF GAT 500ML DERRETE GORDURA;26 - CESAR LATTES;13;41;6;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
LIMPEZA;CUIDADOS COM A ROUPA;AMACIANTE;194 - UNILEVER BRASIL LTDA;54979; AMAC COMFORT 3L BRISA TROPICAL;26 - CESAR LATTES;13;0;0;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
LIMPEZA;CUIDADOS COM A ROUPA;AMACIANTE;194 - UNILEVER BRASIL LTDA;54984; AMAC CONC COMFORT 500ML SEGREDOS 36;26 - CESAR LATTES;13;9;0;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
LIMPEZA;CUIDADOS COM A ROUPA;AMACIANTE;194 - UNILEVER BRASIL LTDA;54988; AMAC CONC COMFORT 500ML SEGREDOS 48;18 - AGUAS LINDAS;13;0;0;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
LIMPEZA;CUIDADOS COM A ROUPA;SABAO PARA ROUPAS;194 - UNILEVER BRASIL LTDA;54452; LAVA ROUPAS PO OMO CX 720G BCO ABSOLUTO;18 - AGUAS LINDAS;13;119;0;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
LIMPEZA;CUIDADOS COM A ROUPA;SABAO PARA ROUPAS;194 - UNILEVER BRASIL LTDA;54464; LAVA ROUPAS BRILHANTE SCH 4KG ALT PERFOM;21 - CEILANDIA SUL;13;8;0;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
LIMPEZA;CUIDADOS COM A ROUPA;SABAO PARA ROUPAS;194 - UNILEVER BRASIL LTDA;54883; LAVA ROUPAS PO OMO SCH 4KG PERFECT WHITE;19 - CALDAS NOVAS;13;13;0;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
LIMPEZA;CUIDADOS COM A ROUPA;SABAO PARA ROUPAS;194 - UNILEVER BRASIL LTDA;54885; LAVA ROUPAS LIQ OMO 1,8L ULTRA POWER;19 - CALDAS NOVAS;13;7;0;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
LIMPEZA;CUIDADOS COM A ROUPA;TIRA MANCHAS;194 - UNILEVER BRASIL LTDA;42196; TIRA MANCHAS GEL BRILHANTE 380ML FLORAL;25 - NOVO GAMA;13;6;7;5;5;29;NATHALIA VERAS RODRIGUES DE MEDEIROS
PAS;CONGELADO;SORVETE;5159 - UNILEVER BRASIL LTDA (ICE-GELADOS);49076; SOVERTE CREMOSISSIMO KIBON 4EM1 CHOC 2L;19 - CALDAS NOVAS;13;18;16;12;24;6;ALEX DE MORAES SANTOS
PAS;CONGELADO;SORVETE;5159 - UNILEVER BRASIL LTDA (ICE-GELADOS);49076; SOVERTE CREMOSISSIMO KIBON 4EM1 CHOC 2L;26 - CESAR LATTES;13;2;7;4;2;2;ALEX DE MORAES SANTOS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;15930; SH DOVE BABY HIDRAT ENRIQ 200ML;21 - CEILANDIA SUL;13;13;10;11;8;9;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;39422; COND DOVE BABY HIDRATACAO GLICER 200ML;25 - NOVO GAMA;13;11;16;15;16;2;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;48094; CR PENTEAR SEDA JUNTINHOS 300ML CRESPOS;26 - CESAR LATTES;13;15;7;7;5;8;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;54439; CR PENTEAR SEDA 700ML CERAMIDAS;26 - CESAR LATTES;13;16;19;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;54440; CR PENTEAR SEDA 700ML CACHOS DEFINIDOS;21 - CEILANDIA SUL;13;23;21;3;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;54483; COND DOVE 400ML CRESPOS;26 - CESAR LATTES;13;0;1;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;BANHO;384 - UNILEVER BRASIL LTDA;31486; SAB LIQ DOVE BABY HIDRAT ENRIQ 400ML;21 - CEILANDIA SUL;13;15;10;6;6;7;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;BANHO;384 - UNILEVER BRASIL LTDA;39417; SAB LIQ DOVE BABY HIDRATACAO REFIL 180ML;19 - CALDAS NOVAS;13;14;9;12;13;13;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;BANHO;384 - UNILEVER BRASIL LTDA;39418; SAB LIQ DOVE BABY HIDRATACAO REFIL 200ML;26 - CESAR LATTES;13;2;10;0;1;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;BANHO;384 - UNILEVER BRASIL LTDA;47157; SAB LIQ DOVE BABY HORA DORMIR 200ML;19 - CALDAS NOVAS;13;17;2;7;10;6;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;BANHO;384 - UNILEVER BRASIL LTDA;54457; KIT SAB DOVE 8UN ORIG;18 - AGUAS LINDAS;13;15;21;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;BANHO;384 - UNILEVER BRASIL LTDA;54506; SAB LIQ LUX BRASIL 240ML DAMA DA NOITE;18 - AGUAS LINDAS;13;7;20;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;BANHO;384 - UNILEVER BRASIL LTDA;54508; SAB LIQ LUX BRASIL REFIL 500ML ERVA DOCE;21 - CEILANDIA SUL;13;14;12;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;BANHO;384 - UNILEVER BRASIL LTDA;54509; SAB LIQ LUX BRASIL REFIL 500ML CEREJEIRA;19 - CALDAS NOVAS;13;17;3;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;BANHO;384 - UNILEVER BRASIL LTDA;54910; SAB LUX BRASIL 100G BROLMELIA;25 - NOVO GAMA;13;0;0;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;HIGIENE BUCAL;384 - UNILEVER BRASIL LTDA;53047; ENX BUCAL CLOSE UP LV500 PG350ML FRESH;25 - NOVO GAMA;13;26;20;29;26;23;NATHALIA VERAS RODRIGUES DE MEDEIROS
SECA SALGADA;COMPLEMENTOS;BARBECUE/ LANCHE;5986 - UNILEVER BRASIL LTDA;47801; MOLHO BARBECUE HELLMANNS CEBOLA 400ML;18 - AGUAS LINDAS;13;12;6;17;9;4;ALESSANDRO MORAIS GONÇALVES
SECA SALGADA;COMPLEMENTOS;MAIONESE;5986 - UNILEVER BRASIL LTDA;52319; MAIONESE HELLMANNS TRAD SQUEEZE 750G;25 - NOVO GAMA;13;37;66;79;59;68;ALESSANDRO MORAIS GONÇALVES
SECA SALGADA;TEMPEROS E CONDIMENTOS;MOLHOS PARA TEMPERO;5986 - UNILEVER BRASIL LTDA;5218; MOLHO HELLMANNS 3EM1 SQUEEZE 370G;26 - CESAR LATTES;13;73;67;92;104;81;ALESSANDRO MORAIS GONÇALVES
FOOD SERVICE;MERCEARIA;TEMPEROS E CONDIMENTOS;195 - UNILEVER BRASIL LTDA;33238; MAIONESE HELLMANNS 2 ,8KG;18 - AGUAS LINDAS;12;7;9;2;0;0;FOOD SERVICE
FOOD SERVICE;MERCEARIA;TEMPEROS E CONDIMENTOS;195 - UNILEVER BRASIL LTDA;7204; MAIONESE HELLMANNS 3KG;18 - AGUAS LINDAS;12;17;15;6;0;0;FOOD SERVICE
FOOD SERVICE;MERCEARIA;TEMPEROS E CONDIMENTOS;195 - UNILEVER BRASIL LTDA;7204; MAIONESE HELLMANNS 3KG;25 - NOVO GAMA;12;18;16;7;6;9;FOOD SERVICE
LIMPEZA;CUIDADOS COM A COZINHA;DESENGORDURANTE;194 - UNILEVER BRASIL LTDA;31416; DESENG CIF REF 450ML;25 - NOVO GAMA;12;42;29;35;46;42;NATHALIA VERAS RODRIGUES DE MEDEIROS
LIMPEZA;CUIDADOS COM A ROUPA;AMACIANTE;194 - UNILEVER BRASIL LTDA;44229; AMAC CONC COMFORT 1,8L EXPLOSAO AZUL;21 - CEILANDIA SUL;12;15;0;13;23;31;NATHALIA VERAS RODRIGUES DE MEDEIROS
LIMPEZA;CUIDADOS COM A ROUPA;AMACIANTE;194 - UNILEVER BRASIL LTDA;51789; AMAC COMFORT 3L PURO CUIDADO;21 - CEILANDIA SUL;12;9;19;7;7;2;NATHALIA VERAS RODRIGUES DE MEDEIROS
LIMPEZA;CUIDADOS COM A ROUPA;AMACIANTE;194 - UNILEVER BRASIL LTDA;54979; AMAC COMFORT 3L BRISA TROPICAL;25 - NOVO GAMA;12;3;0;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
LIMPEZA;CUIDADOS COM A ROUPA;AMACIANTE;194 - UNILEVER BRASIL LTDA;54983; AMAC CONC COMFORT 500ML LAV;25 - NOVO GAMA;12;0;0;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
LIMPEZA;CUIDADOS COM A ROUPA;AMACIANTE;194 - UNILEVER BRASIL LTDA;54984; AMAC CONC COMFORT 500ML SEGREDOS 36;18 - AGUAS LINDAS;12;7;0;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
LIMPEZA;CUIDADOS COM A ROUPA;SABAO PARA ROUPAS;194 - UNILEVER BRASIL LTDA;54800; LAVA ROUPAS LIQ SURF 5L COCO;25 - NOVO GAMA;12;16;15;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
LIMPEZA;CUIDADOS COM A ROUPA;TIRA MANCHAS;194 - UNILEVER BRASIL LTDA;41013; TIRA MANCHAS PO OMO 380G BCA;26 - CESAR LATTES;12;9;13;13;2;1;NATHALIA VERAS RODRIGUES DE MEDEIROS
LIMPEZA;CUIDADOS COM A ROUPA;TIRA MANCHAS;194 - UNILEVER BRASIL LTDA;41014; TIRA MANCHAS PO OMO 380G COLORIDAS;26 - CESAR LATTES;12;7;10;6;4;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
LIMPEZA;CUIDADOS COM A ROUPA;TIRA MANCHAS;194 - UNILEVER BRASIL LTDA;42194; TIRA MANCHAS GEL BRILHANTE 2L FLORAL;18 - AGUAS LINDAS;12;11;6;6;10;12;NATHALIA VERAS RODRIGUES DE MEDEIROS
MERCEARIA;SECA DOCE;NUTRICAO INFANTIL;5986 - UNILEVER BRASIL LTDA;5156; AMIDO DE MILHO MAIZENA 500G;19 - CALDAS NOVAS;12;66;97;84;87;61;ALESSANDRO MORAIS GONÇALVES
PAS;CONGELADO;SORVETE;5159 - UNILEVER BRASIL LTDA (ICE-GELADOS);7007; SORVETE KIBON TRISABOR CR/CHOC/FLOCO 2LT;21 - CEILANDIA SUL;12;15;11;9;10;4;ALEX DE MORAES SANTOS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;12095; CR PENTEAR SEDA 300ML HIDRAT ANTINOS;18 - AGUAS LINDAS;12;11;7;13;13;16;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;31470; SH CLEAR MEN LIMPEZA DIARIA 400ML;25 - NOVO GAMA;12;0;25;30;18;18;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;31481; COND DOVE BABY CAB CACH HID ENR 200ML;18 - AGUAS LINDAS;12;18;14;15;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;31491; SH DOVE BABY CAB CACH HIDR ENRIQ 200ML;26 - CESAR LATTES;12;7;8;10;14;6;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;31507; COND DOVE RITUAL LISO E NUTRIDO 400ML;21 - CEILANDIA SUL;12;1;3;4;1;3;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;38213; CR PENTEAR SEDA 300ML BABOSA OLEOS;21 - CEILANDIA SUL;12;13;8;11;7;23;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;39422; COND DOVE BABY HIDRATACAO GLICER 200ML;18 - AGUAS LINDAS;12;18;19;33;18;8;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;54438; CR PENTEAR SEDA 700ML LISO PERFEITO;21 - CEILANDIA SUL;12;10;3;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;54441; CR PENTEAR SEDA BOOM 700ML VOLUME MAXIMO;18 - AGUAS LINDAS;12;11;19;1;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;54444; CR TRAT SEDA 300G COLAGENO +VIT C;18 - AGUAS LINDAS;12;14;10;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;54454; SH SEDA 670ML CACHOS DEFINIDOS;26 - CESAR LATTES;12;8;4;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;54459; SH DOVE 400ML CACHEADOS;19 - CALDAS NOVAS;12;9;8;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;54460; COND DOVE 400ML CACHEADOS;19 - CALDAS NOVAS;12;10;8;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;54479; COND SEDA 425ML FORCA/CRESCIMENTO;25 - NOVO GAMA;12;20;16;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;54482; CR TRAT SEDA BOOM 500G HIDRAT PROFUNDA;18 - AGUAS LINDAS;12;13;17;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;54888; CR TRAT TRESEMME 400G BRILHO LAMELAR;19 - CALDAS NOVAS;12;12;0;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;54889; SH TRESEMME 650ML BRILHO LAMELAR;19 - CALDAS NOVAS;12;16;0;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;54895; SH TRESEMME 650ML RECONSTRUCAO E FORCA;19 - CALDAS NOVAS;12;0;0;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;54898; SH TRESEMME 650ML HIDRATACAO PROFUNDA;19 - CALDAS NOVAS;12;33;0;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;BANHO;384 - UNILEVER BRASIL LTDA;54505; SAB LIQ LUX BRASIL 240ML FLOR CAJUEIRO;18 - AGUAS LINDAS;12;8;10;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;BANHO;384 - UNILEVER BRASIL LTDA;54911; SAB LUX BRASIL 100G DAMA DA NOITE;19 - CALDAS NOVAS;12;65;0;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
SAUDAVEIS;ORGANICO;SECA DOCE;5986 - UNILEVER BRASIL LTDA;23915; SALG ZOORETA MAE TERRA MILHO 45G;26 - CESAR LATTES;12;7;8;77;14;15;MAISA DA SILVA TEIXEIRA DE SOUSA
SECA SALGADA;SOPA, CALDOS E CREMES;INSTANTANEA;5986 - UNILEVER BRASIL LTDA;31370; SOPA KNORR CR CEBOLA 60G;25 - NOVO GAMA;12;10;5;6;9;6;ALESSANDRO MORAIS GONÇALVES
LIMPEZA;CUIDADOS COM A COZINHA;DESENGORDURANTE;194 - UNILEVER BRASIL LTDA;5444; DESENG CIF GAT 500ML;21 - CEILANDIA SUL;11;9;11;9;17;12;NATHALIA VERAS RODRIGUES DE MEDEIROS
LIMPEZA;CUIDADOS COM A ROUPA;AMACIANTE;194 - UNILEVER BRASIL LTDA;51790; AMAC COMFORT 3L TRAD;21 - CEILANDIA SUL;11;7;20;10;12;14;NATHALIA VERAS RODRIGUES DE MEDEIROS
LIMPEZA;CUIDADOS COM A ROUPA;AMACIANTE;194 - UNILEVER BRASIL LTDA;5404; AMAC CONC COMFORT 500ML CUIDADO ESSENC;21 - CEILANDIA SUL;11;1;0;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
LIMPEZA;CUIDADOS COM A ROUPA;SABAO PARA ROUPAS;194 - UNILEVER BRASIL LTDA;49280; LAVA ROUPAS PO SURF SCH 800G LAV;26 - CESAR LATTES;11;39;69;55;84;31;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;15934; COND DOVE BABY HIDRAT ENRIQ 200ML;21 - CEILANDIA SUL;11;11;11;12;8;9;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;31481; COND DOVE BABY CAB CACH HID ENR 200ML;19 - CALDAS NOVAS;11;11;11;5;11;3;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;31482; COND DOVE BABY CAB CLAROS HID ENR 200ML;19 - CALDAS NOVAS;11;14;13;7;9;4;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;39421; SH DOVE BABY HIDRATACAO GLICER 200ML;18 - AGUAS LINDAS;11;20;24;26;18;17;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;39422; COND DOVE BABY HIDRATACAO GLICER 200ML;19 - CALDAS NOVAS;11;13;9;5;12;2;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;40164; CR PENTEAR SEDA 700ML BABOSA OLEOS;18 - AGUAS LINDAS;11;12;18;25;30;23;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;5365; COND TRESEMME HIDRATACAO PROFUNDA 400ML;26 - CESAR LATTES;11;14;19;16;14;11;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;54438; CR PENTEAR SEDA 700ML LISO PERFEITO;26 - CESAR LATTES;11;10;2;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;54439; CR PENTEAR SEDA 700ML CERAMIDAS;19 - CALDAS NOVAS;11;18;15;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;54444; CR TRAT SEDA 300G COLAGENO +VIT C;19 - CALDAS NOVAS;11;6;9;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;54449; COND TRESEMME 400ML DETOX CAPILAR;18 - AGUAS LINDAS;11;9;1;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;54476; CR PENTEAR DOVE 355ML CACHEADO;21 - CEILANDIA SUL;11;7;0;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;54706; CR PENTEAR SEDA BOOM 350G VOLUME MAXIMO;25 - NOVO GAMA;11;4;0;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;54707; CR PENTEAR SEDA BOOM 350G MODELADOR;18 - AGUAS LINDAS;11;13;0;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;54707; CR PENTEAR SEDA BOOM 350G MODELADOR;21 - CEILANDIA SUL;11;6;0;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;54887; CR TRAT DOVE 500G TEXTURA REAIS;25 - NOVO GAMA;11;1;0;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;54889; SH TRESEMME 650ML BRILHO LAMELAR;26 - CESAR LATTES;11;9;0;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;54892; COND TRESEMME 650ML DETOX;26 - CESAR LATTES;11;0;0;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;54899; COND TRESEMME 650ML HIDRATACAO PROFUNDA;19 - CALDAS NOVAS;11;22;0;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;5496; COND DOVE OLEO NUTRICAO 400ML;26 - CESAR LATTES;11;7;13;9;10;10;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;BANHO;384 - UNILEVER BRASIL LTDA;31485; SAB LIQ DOVE BABY HIDRAT ENRIQ REF 180ML;21 - CEILANDIA SUL;11;11;21;10;8;5;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;BANHO;384 - UNILEVER BRASIL LTDA;54509; SAB LIQ LUX BRASIL REFIL 500ML CEREJEIRA;21 - CEILANDIA SUL;11;6;17;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;HIGIENE BUCAL;384 - UNILEVER BRASIL LTDA;53047; ENX BUCAL CLOSE UP LV500 PG350ML FRESH;21 - CEILANDIA SUL;11;10;18;17;9;9;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;HIGIENE BUCAL;384 - UNILEVER BRASIL LTDA;54513; CR DENT CLOSE UP MULTI VIT 85G FRESH;26 - CESAR LATTES;11;110;23;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;HIGIENE BUCAL;384 - UNILEVER BRASIL LTDA;9014; CR DENT CLOSE UP 90G EXT WHITENING;21 - CEILANDIA SUL;11;19;27;26;17;3;NATHALIA VERAS RODRIGUES DE MEDEIROS
SECA SALGADA;COMPLEMENTOS;MAIONESE;5986 - UNILEVER BRASIL LTDA;52319; MAIONESE HELLMANNS TRAD SQUEEZE 750G;19 - CALDAS NOVAS;11;85;41;31;34;34;ALESSANDRO MORAIS GONÇALVES
