DEPARTAMENTO;SECAO;CATEGORIA;FORNECEDOR;COD;DESCRICAO;LOJA;QTD_Venda_NOV;QTD_Venda_OUT;QTD_Venda_SET;QTD_Venda_AGO;QTD_Venda_JUL;QTD_Venda_JUN;Comprador
LIMPEZA;CUIDADOS COM A COZINHA;DESENGORDURANTE;194 - UNILEVER BRASIL LTDA;54495; DESENG CIF SCH 450ML DERRETE GORDURA;39 - GOIANESIA;3;24;3;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
LIMPEZA;CUIDADOS COM A ROUPA;AMACIANTE;194 - UNILEVER BRASIL LTDA;54873; AMAC CONC COMFORT 3L CUIDADO ESSENC;37 - VICENTE PIRES R-12;3;2;0;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
LIMPEZA;CUIDADOS COM A ROUPA;AMACIANTE;194 - UNILEVER BRASIL LTDA;54915; AMAC CONC COMFORT 5L PERFECT WHITE;38 - VICENTE PIRES R-04;3;1;0;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
LIMPEZA;CUIDADOS COM A ROUPA;AMACIANTE;194 - UNILEVER BRASIL LTDA;54915; AMAC CONC COMFORT 5L PERFECT WHITE;39 - GOIANESIA;3;1;0;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
LIMPEZA;CUIDADOS COM A ROUPA;AMACIANTE;194 - UNILEVER BRASIL LTDA;54916; AMAC CONC COMFORT 5L CLINICAL;33 - PLANALTINA DF;3;1;0;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
LIMPEZA;CUIDADOS COM A ROUPA;AMACIANTE;194 - UNILEVER BRASIL LTDA;54916; AMAC CONC COMFORT 5L CLINICAL;39 - GOIANESIA;3;1;0;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
LIMPEZA;CUIDADOS COM A ROUPA;PASSA ROUPAS;194 - UNILEVER BRASIL LTDA;5426; PASSA ROUPAS COMFORT REF 500ML;33 - PLANALTINA DF;3;11;10;12;16;18;NATHALIA VERAS RODRIGUES DE MEDEIROS
LIMPEZA;CUIDADOS COM A ROUPA;TIRA MANCHAS;194 - UNILEVER BRASIL LTDA;42196; TIRA MANCHAS GEL BRILHANTE 380ML FLORAL;33 - PLANALTINA DF;3;3;2;2;7;10;NATHALIA VERAS RODRIGUES DE MEDEIROS
LIMPEZA;CUIDADOS COM A ROUPA;TIRA MANCHAS;194 - UNILEVER BRASIL LTDA;42198; TIRA MANCHAS GEL BRILHANTE 450ML;37 - VICENTE PIRES R-12;3;11;9;3;9;6;NATHALIA VERAS RODRIGUES DE MEDEIROS
PAS;CONGELADO;SORVETE;5159 - UNILEVER BRASIL LTDA (ICE-GELADOS);49078; SORVETE KIBON OVOMALTINE 800ML;33 - PLANALTINA DF;3;7;12;11;3;7;ALEX DE MORAES SANTOS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;12095; CR PENTEAR SEDA 300ML HIDRAT ANTINOS;37 - VICENTE PIRES R-12;3;4;4;3;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;31481; COND DOVE BABY CAB CACH HID ENR 200ML;39 - GOIANESIA;3;4;7;8;4;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;31507; COND DOVE RITUAL LISO E NUTRIDO 400ML;38 - VICENTE PIRES R-04;3;2;2;5;6;4;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;31507; COND DOVE RITUAL LISO E NUTRIDO 400ML;39 - GOIANESIA;3;2;5;6;7;6;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;40164; CR PENTEAR SEDA 700ML BABOSA OLEOS;38 - VICENTE PIRES R-04;3;9;5;10;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;5425; CR TRAT TRESEMME HIDRAT PROFUNDA 400G;37 - VICENTE PIRES R-12;3;10;22;23;11;9;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;54442; CR PENTEAR SEDA BOOM 700ML MODELADOR;38 - VICENTE PIRES R-04;3;4;7;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;54449; COND TRESEMME 400ML DETOX CAPILAR;38 - VICENTE PIRES R-04;3;2;2;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;54460; COND DOVE 400ML CACHEADOS;38 - VICENTE PIRES R-04;3;12;1;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;54478; CR TRAT SEDA 300G FORCA/CRESCIMENTO;38 - VICENTE PIRES R-04;3;4;2;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;54482; CR TRAT SEDA BOOM 500G HIDRAT PROFUNDA;33 - PLANALTINA DF;3;13;14;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;54706; CR PENTEAR SEDA BOOM 350G VOLUME MAXIMO;38 - VICENTE PIRES R-04;3;0;0;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;5478; SH DOVE OLEO NUTRICAO 400ML;37 - VICENTE PIRES R-12;3;11;6;6;6;5;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;54891; SH TRESEMME 650ML DETOX;38 - VICENTE PIRES R-04;3;6;0;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;BANHO;384 - UNILEVER BRASIL LTDA;31488; SAB LIQ DOVE BABY HIDRAT SENS REF 180ML;37 - VICENTE PIRES R-12;3;5;4;3;4;1;NATHALIA VERAS RODRIGUES DE MEDEIROS
SAUDAVEIS;INTEGAIS ESPECIAIS;SECA DOCE;5986 - UNILEVER BRASIL LTDA;50220; BISC MAE TERRA ZOORETA MOR 80G;33 - PLANALTINA DF;3;9;0;0;0;0;MAISA DA SILVA TEIXEIRA DE SOUSA
SAUDAVEIS;INTEGAIS ESPECIAIS;SECA DOCE;5986 - UNILEVER BRASIL LTDA;50221; BISC MAE TERRA ZOORETA MAIZENA 80G;4 - SOBRADINHO;3;3;5;0;0;21;MAISA DA SILVA TEIXEIRA DE SOUSA
SAUDAVEIS;INTEGAIS ESPECIAIS;SECA DOCE;5986 - UNILEVER BRASIL LTDA;50222; BISC MAE TERRA ZOORETA CACAU 80G;33 - PLANALTINA DF;3;0;0;0;0;0;MAISA DA SILVA TEIXEIRA DE SOUSA
SAUDAVEIS;INTEGAIS ESPECIAIS;SECA DOCE;5986 - UNILEVER BRASIL LTDA;50222; BISC MAE TERRA ZOORETA CACAU 80G;37 - VICENTE PIRES R-12;3;4;8;12;14;7;MAISA DA SILVA TEIXEIRA DE SOUSA
SAUDAVEIS;ORGANICO;SECA DOCE;5986 - UNILEVER BRASIL LTDA;50304; GRANOLA S/AC MAE TERRA 250G;33 - PLANALTINA DF;3;0;0;0;0;0;MAISA DA SILVA TEIXEIRA DE SOUSA
SAUDAVEIS;ORGANICO;SECA DOCE;5986 - UNILEVER BRASIL LTDA;50306; GRANOLA MAE TERRA BAN/CACAU 250G;37 - VICENTE PIRES R-12;3;12;3;7;7;4;MAISA DA SILVA TEIXEIRA DE SOUSA
SECA SALGADA;COMPLEMENTOS;BARBECUE/ LANCHE;5986 - UNILEVER BRASIL LTDA;47801; MOLHO BARBECUE HELLMANNS CEBOLA 400ML;37 - VICENTE PIRES R-12;3;5;8;13;7;5;ALESSANDRO MORAIS GONÇALVES
SECA SALGADA;COMPLEMENTOS;BARBECUE/ LANCHE;5986 - UNILEVER BRASIL LTDA;47802; MOLHO BARBECUE HELLMANNS TRAD 400ML;38 - VICENTE PIRES R-04;3;9;11;1;3;13;ALESSANDRO MORAIS GONÇALVES
FOOD SERVICE;MERCEARIA;SECA DOCE;195 - UNILEVER BRASIL LTDA;7207; AMIDO DE MILHO MAIZENA 5KG;38 - VICENTE PIRES R-04;2;0;0;0;0;0;FOOD SERVICE
FOOD SERVICE;MERCEARIA;TEMPEROS E CONDIMENTOS;195 - UNILEVER BRASIL LTDA;39906; CATCHUP HELLMANNS SCH 168X7G TRAD;37 - VICENTE PIRES R-12;2;10;2;6;0;0;FOOD SERVICE
FOOD SERVICE;MERCEARIA;TEMPEROS E CONDIMENTOS;195 - UNILEVER BRASIL LTDA;50235; CALDO KNORR CARNE BAG 1,01KG;38 - VICENTE PIRES R-04;2;3;3;0;1;2;FOOD SERVICE
FOOD SERVICE;MERCEARIA;TEMPEROS E CONDIMENTOS;195 - UNILEVER BRASIL LTDA;7204; MAIONESE HELLMANNS 3KG;38 - VICENTE PIRES R-04;2;4;1;0;0;0;FOOD SERVICE
LIMPEZA;CUIDADOS COM A ROUPA;AMACIANTE;194 - UNILEVER BRASIL LTDA;54916; AMAC CONC COMFORT 5L CLINICAL;38 - VICENTE PIRES R-04;2;0;0;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
LIMPEZA;CUIDADOS COM A ROUPA;AMACIANTE;194 - UNILEVER BRASIL LTDA;54916; AMAC CONC COMFORT 5L CLINICAL;4 - SOBRADINHO;2;2;0;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
LIMPEZA;CUIDADOS COM A ROUPA;SABAO PARA ROUPAS;194 - UNILEVER BRASIL LTDA;51992; LAVA ROUPAS LIQ BRILHANTE 3L DELICADEZA;39 - GOIANESIA;2;14;0;18;6;7;NATHALIA VERAS RODRIGUES DE MEDEIROS
LIMPEZA;CUIDADOS COM A ROUPA;SABAO PARA ROUPAS;194 - UNILEVER BRASIL LTDA;54870; LAVA ROUPAS LIQ OMO 7L PERFECT WHITE;33 - PLANALTINA DF;2;4;0;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
LIMPEZA;CUIDADOS COM A ROUPA;TIRA MANCHAS;194 - UNILEVER BRASIL LTDA;41013; TIRA MANCHAS PO OMO 380G BCA;33 - PLANALTINA DF;2;10;7;4;10;6;NATHALIA VERAS RODRIGUES DE MEDEIROS
LIMPEZA;CUIDADOS COM A ROUPA;TIRA MANCHAS;194 - UNILEVER BRASIL LTDA;41013; TIRA MANCHAS PO OMO 380G BCA;39 - GOIANESIA;2;2;5;4;9;5;NATHALIA VERAS RODRIGUES DE MEDEIROS
LIMPEZA;CUIDADOS COM A ROUPA;TIRA MANCHAS;194 - UNILEVER BRASIL LTDA;41014; TIRA MANCHAS PO OMO 380G COLORIDAS;33 - PLANALTINA DF;2;38;0;2;4;2;NATHALIA VERAS RODRIGUES DE MEDEIROS
LIMPEZA;CUIDADOS COM A ROUPA;TIRA MANCHAS;194 - UNILEVER BRASIL LTDA;42196; TIRA MANCHAS GEL BRILHANTE 380ML FLORAL;38 - VICENTE PIRES R-04;2;0;25;18;10;29;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;40164; CR PENTEAR SEDA 700ML BABOSA OLEOS;37 - VICENTE PIRES R-12;2;4;5;11;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;45448; SH DOVE BABY HIDRAT GLICERINADO 400ML;39 - GOIANESIA;2;5;4;3;2;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;51767; COND SEDA FR VERM/GENG 425ML;37 - VICENTE PIRES R-12;2;12;13;29;18;26;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;5365; COND TRESEMME HIDRATACAO PROFUNDA 400ML;37 - VICENTE PIRES R-12;2;9;18;12;12;5;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;54442; CR PENTEAR SEDA BOOM 700ML MODELADOR;39 - GOIANESIA;2;6;4;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;54445; COND TRESEMME 400ML RECONSTRUCAO/FORCA;33 - PLANALTINA DF;2;5;3;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;54449; COND TRESEMME 400ML DETOX CAPILAR;33 - PLANALTINA DF;2;2;3;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;54706; CR PENTEAR SEDA BOOM 350G VOLUME MAXIMO;37 - VICENTE PIRES R-12;2;0;0;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;54892; COND TRESEMME 650ML DETOX;38 - VICENTE PIRES R-04;2;4;0;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;54908; CR PENTEAR SEDA BOOM 1KG DEFINICAO;38 - VICENTE PIRES R-04;2;10;0;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;55583; SH/COND KIT DOVE OLEO NUTRICAO UN;4 - SOBRADINHO;2;0;0;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;BANHO;384 - UNILEVER BRASIL LTDA;54508; SAB LIQ LUX BRASIL REFIL 500ML ERVA DOCE;39 - GOIANESIA;2;2;3;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;BANHO;384 - UNILEVER BRASIL LTDA;54987; SAB LIQ P/MAOS LUX BRASIL 240ML BROMELIA;4 - SOBRADINHO;2;0;0;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
SAUDAVEIS;INTEGAIS ESPECIAIS;SECA DOCE;5986 - UNILEVER BRASIL LTDA;50221; BISC MAE TERRA ZOORETA MAIZENA 80G;33 - PLANALTINA DF;2;5;0;0;0;0;MAISA DA SILVA TEIXEIRA DE SOUSA
SAUDAVEIS;VIDA NATURAL;SECA DOCE;5986 - UNILEVER BRASIL LTDA;28112; GRANOLA S/AC MAE TERRA FR 800G;37 - VICENTE PIRES R-12;2;3;2;1;4;4;MAISA DA SILVA TEIXEIRA DE SOUSA
SAUDAVEIS;VIDA NATURAL;SECA DOCE;5986 - UNILEVER BRASIL LTDA;28112; GRANOLA S/AC MAE TERRA FR 800G;38 - VICENTE PIRES R-04;2;5;10;2;3;18;MAISA DA SILVA TEIXEIRA DE SOUSA
SAUDAVEIS;VIDA NATURAL;SECA DOCE;5986 - UNILEVER BRASIL LTDA;28114; GRANOLA S/AC MAE TERRA FR/MEL 250G;33 - PLANALTINA DF;2;2;0;0;0;0;MAISA DA SILVA TEIXEIRA DE SOUSA
SAUDAVEIS;VIDA NATURAL;SECA DOCE;5986 - UNILEVER BRASIL LTDA;28114; GRANOLA S/AC MAE TERRA FR/MEL 250G;38 - VICENTE PIRES R-04;2;2;5;3;10;3;MAISA DA SILVA TEIXEIRA DE SOUSA
SAUDAVEIS;VIDA NATURAL;SECA DOCE;5986 - UNILEVER BRASIL LTDA;28114; GRANOLA S/AC MAE TERRA FR/MEL 250G;4 - SOBRADINHO;2;0;0;0;3;4;MAISA DA SILVA TEIXEIRA DE SOUSA
SAUDAVEIS;VIDA NATURAL;SECA DOCE;5986 - UNILEVER BRASIL LTDA;45617; GRANOLA MAE TERRA BAN/CACAU 800G;38 - VICENTE PIRES R-04;2;13;11;17;12;12;MAISA DA SILVA TEIXEIRA DE SOUSA
SECA SALGADA;CONSERVA E ENLATADO;ERVILHA;5986 - UNILEVER BRASIL LTDA;33456; ERVILHA KNORR EM CONSERVA 170G;4 - SOBRADINHO;2;276;364;44;0;290;ALESSANDRO MORAIS GONÇALVES
SECA SALGADA;SOPA, CALDOS E CREMES;SOPAO;5986 - UNILEVER BRASIL LTDA;5306; SOPA ARISCO CR CEBOLA 61G;39 - GOIANESIA;2;2;0;0;3;6;ALESSANDRO MORAIS GONÇALVES
FOOD SERVICE;MERCEARIA;SECA DOCE;195 - UNILEVER BRASIL LTDA;7207; AMIDO DE MILHO MAIZENA 5KG;37 - VICENTE PIRES R-12;1;0;1;1;0;0;FOOD SERVICE
FOOD SERVICE;MERCEARIA;TEMPEROS E CONDIMENTOS;195 - UNILEVER BRASIL LTDA;39908; MOSTARDA HELLMANNS SACHE 168X7G;37 - VICENTE PIRES R-12;1;1;0;1;0;0;FOOD SERVICE
FOOD SERVICE;MERCEARIA;TEMPEROS E CONDIMENTOS;195 - UNILEVER BRASIL LTDA;39908; MOSTARDA HELLMANNS SACHE 168X7G;38 - VICENTE PIRES R-04;1;1;0;1;0;0;FOOD SERVICE
LIMPEZA;CUIDADOS COM A ROUPA;AMACIANTE;194 - UNILEVER BRASIL LTDA;54915; AMAC CONC COMFORT 5L PERFECT WHITE;33 - PLANALTINA DF;1;2;0;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
LIMPEZA;CUIDADOS COM A ROUPA;AMACIANTE;194 - UNILEVER BRASIL LTDA;54915; AMAC CONC COMFORT 5L PERFECT WHITE;4 - SOBRADINHO;1;5;0;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
LIMPEZA;CUIDADOS COM A ROUPA;AMACIANTE;194 - UNILEVER BRASIL LTDA;54916; AMAC CONC COMFORT 5L CLINICAL;37 - VICENTE PIRES R-12;1;0;0;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
LIMPEZA;CUIDADOS COM A ROUPA;TIRA MANCHAS;194 - UNILEVER BRASIL LTDA;41014; TIRA MANCHAS PO OMO 380G COLORIDAS;39 - GOIANESIA;1;7;4;2;8;4;NATHALIA VERAS RODRIGUES DE MEDEIROS
LIMPEZA;CUIDADOS COM A ROUPA;TIRA MANCHAS;194 - UNILEVER BRASIL LTDA;42196; TIRA MANCHAS GEL BRILHANTE 380ML FLORAL;39 - GOIANESIA;1;1;2;4;1;3;NATHALIA VERAS RODRIGUES DE MEDEIROS
LIMPEZA;CUIDADOS COM A ROUPA;TIRA MANCHAS;194 - UNILEVER BRASIL LTDA;42197; TIRA MANCHAS PO BRILHANTE 380G ANTIBAC;39 - GOIANESIA;1;1;8;14;3;1;NATHALIA VERAS RODRIGUES DE MEDEIROS
MERCEARIA;SECA DOCE;NUTRICAO INFANTIL;5986 - UNILEVER BRASIL LTDA;51983; AMIDO DE MILHO MAIZENA 720G;4 - SOBRADINHO;1;83;107;42;121;119;ALESSANDRO MORAIS GONÇALVES
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;31492; SH DOVE BABY CAB CLAROS+HIDR ENRIQ 200ML;37 - VICENTE PIRES R-12;1;10;10;6;6;5;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;54441; CR PENTEAR SEDA BOOM 700ML VOLUME MAXIMO;38 - VICENTE PIRES R-04;1;2;2;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;54444; CR TRAT SEDA 300G COLAGENO +VIT C;37 - VICENTE PIRES R-12;1;4;1;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;54445; COND TRESEMME 400ML RECONSTRUCAO/FORCA;37 - VICENTE PIRES R-12;1;3;0;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;54445; COND TRESEMME 400ML RECONSTRUCAO/FORCA;38 - VICENTE PIRES R-04;1;3;3;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;54706; CR PENTEAR SEDA BOOM 350G VOLUME MAXIMO;39 - GOIANESIA;1;3;0;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;55583; SH/COND KIT DOVE OLEO NUTRICAO UN;33 - PLANALTINA DF;1;0;0;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;55583; SH/COND KIT DOVE OLEO NUTRICAO UN;37 - VICENTE PIRES R-12;1;0;0;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;HIGIENE BUCAL;384 - UNILEVER BRASIL LTDA;49715; CR DENT CLOSE UP 130G FRESH ACTION;39 - GOIANESIA;1;145;158;145;82;73;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;HIGIENE BUCAL;384 - UNILEVER BRASIL LTDA;49715; CR DENT CLOSE UP 130G FRESH ACTION;4 - SOBRADINHO;1;296;373;238;263;264;NATHALIA VERAS RODRIGUES DE MEDEIROS
SAUDAVEIS;ORGANICO;SECA DOCE;5986 - UNILEVER BRASIL LTDA;19934; BISC MAE TERRA TRIBOS ORG INT AZEIT 50GR;33 - PLANALTINA DF;1;3;0;0;0;0;MAISA DA SILVA TEIXEIRA DE SOUSA
SAUDAVEIS;ORGANICO;SECA DOCE;5986 - UNILEVER BRASIL LTDA;19934; BISC MAE TERRA TRIBOS ORG INT AZEIT 50GR;37 - VICENTE PIRES R-12;1;9;3;0;4;5;MAISA DA SILVA TEIXEIRA DE SOUSA
SAUDAVEIS;ORGANICO;SECA DOCE;5986 - UNILEVER BRASIL LTDA;50306; GRANOLA MAE TERRA BAN/CACAU 250G;33 - PLANALTINA DF;1;0;0;0;0;0;MAISA DA SILVA TEIXEIRA DE SOUSA
SAUDAVEIS;VIDA NATURAL;SECA DOCE;5986 - UNILEVER BRASIL LTDA;28112; GRANOLA S/AC MAE TERRA FR 800G;33 - PLANALTINA DF;1;0;0;0;0;0;MAISA DA SILVA TEIXEIRA DE SOUSA
SAUDAVEIS;VIDA NATURAL;SECA DOCE;5986 - UNILEVER BRASIL LTDA;28113; GRANOLA MAE TERRA TRAD CAST/MEL 250G;38 - VICENTE PIRES R-04;1;10;8;5;4;11;MAISA DA SILVA TEIXEIRA DE SOUSA
SECA SALGADA;COMPLEMENTOS;MAIONESE;5986 - UNILEVER BRASIL LTDA;43199; MAIONESE HELLMANNS 657G TRAD;4 - SOBRADINHO;1;883;1635;1355;1060;927;ALESSANDRO MORAIS GONÇALVES
SECA SALGADA;TEMPEROS E CONDIMENTOS;MOLHOS PARA TEMPERO;5986 - UNILEVER BRASIL LTDA;5218; MOLHO HELLMANNS 3EM1 SQUEEZE 370G;37 - VICENTE PIRES R-12;1;19;37;31;46;46;ALESSANDRO MORAIS GONÇALVES
SECA SALGADA;TEMPEROS E CONDIMENTOS;REALCADOR;5986 - UNILEVER BRASIL LTDA;31357; CALDO ARISCO BACON 57G;4 - SOBRADINHO;1;80;125;62;65;67;ALESSANDRO MORAIS GONÇALVES
FOOD SERVICE;MERCEARIA;SECA DOCE;195 - UNILEVER BRASIL LTDA;7207; AMIDO DE MILHO MAIZENA 5KG;33 - PLANALTINA DF;0;0;0;0;0;0;FOOD SERVICE
FOOD SERVICE;MERCEARIA;SECA DOCE;195 - UNILEVER BRASIL LTDA;7207; AMIDO DE MILHO MAIZENA 5KG;39 - GOIANESIA;0;0;0;0;0;0;FOOD SERVICE
FOOD SERVICE;MERCEARIA;TEMPEROS E CONDIMENTOS;195 - UNILEVER BRASIL LTDA;39906; CATCHUP HELLMANNS SCH 168X7G TRAD;4 - SOBRADINHO;0;0;0;8;0;0;FOOD SERVICE
FOOD SERVICE;MERCEARIA;TEMPEROS E CONDIMENTOS;195 - UNILEVER BRASIL LTDA;39908; MOSTARDA HELLMANNS SACHE 168X7G;4 - SOBRADINHO;0;1;1;0;0;0;FOOD SERVICE
FOOD SERVICE;MERCEARIA;TEMPEROS E CONDIMENTOS;195 - UNILEVER BRASIL LTDA;50099; CATCHUP HELLMANNS 1,01KG TRAD;33 - PLANALTINA DF;0;0;13;11;0;0;FOOD SERVICE
FOOD SERVICE;MERCEARIA;TEMPEROS E CONDIMENTOS;195 - UNILEVER BRASIL LTDA;50099; CATCHUP HELLMANNS 1,01KG TRAD;37 - VICENTE PIRES R-12;0;0;12;12;0;0;FOOD SERVICE
FOOD SERVICE;MERCEARIA;TEMPEROS E CONDIMENTOS;195 - UNILEVER BRASIL LTDA;50099; CATCHUP HELLMANNS 1,01KG TRAD;38 - VICENTE PIRES R-04;0;4;12;5;0;0;FOOD SERVICE
FOOD SERVICE;MERCEARIA;TEMPEROS E CONDIMENTOS;195 - UNILEVER BRASIL LTDA;50099; CATCHUP HELLMANNS 1,01KG TRAD;4 - SOBRADINHO;0;0;4;20;0;0;FOOD SERVICE
FOOD SERVICE;MERCEARIA;TEMPEROS E CONDIMENTOS;195 - UNILEVER BRASIL LTDA;50234; CALDO KNORR GALINHA BAG 1,01KG;4 - SOBRADINHO;0;10;21;5;0;5;FOOD SERVICE
FOOD SERVICE;MERCEARIA;TEMPEROS E CONDIMENTOS;195 - UNILEVER BRASIL LTDA;50235; CALDO KNORR CARNE BAG 1,01KG;33 - PLANALTINA DF;0;3;13;7;9;1;FOOD SERVICE
FOOD SERVICE;MERCEARIA;TEMPEROS E CONDIMENTOS;195 - UNILEVER BRASIL LTDA;7236; TEMP COMPLETO ARISCO S/PIM 1KG;4 - SOBRADINHO;0;0;7;22;0;51;FOOD SERVICE
LIMPEZA;CUIDADOS COM A COZINHA;SAPONACEO;194 - UNILEVER BRASIL LTDA;31409; SAPONACEO CREM CIF 450ML LIMPEZA PROF;37 - VICENTE PIRES R-12;0;0;2;77;37;80;NATHALIA VERAS RODRIGUES DE MEDEIROS
LIMPEZA;CUIDADOS COM A COZINHA;SAPONACEO;194 - UNILEVER BRASIL LTDA;31409; SAPONACEO CREM CIF 450ML LIMPEZA PROF;4 - SOBRADINHO;0;59;191;208;204;117;NATHALIA VERAS RODRIGUES DE MEDEIROS
